,Body
2807,"> Informatik ist natürlich jobtechnisch der Jackpot. 

Jein. Es braucht in den meisten Fällen jene ziemlich anale (mathematisch-ordnende)  Veranlagung für die ""Jackpot""-Eintiegsjobs, die er nicht hat - war auch kein Interessensstudium bei ihm. Er ist da viel zu leidenschaftlich kommunikativ, zu kreativ, zu sehr visuell imaginierend; so das stundenlange am-Code-Frickeln und Ausprogrammieren hasst er. Er hat daher in der IT als Prozeß- und Projektkapo gearbeitet, da war das Studium völlig für die Fische. Und in seinen anderen Jobs hat sowieso niemand was mit Computern anfangen können.

> glücklich schätzen, natürliche Barriere 

Ist in der Tat ein hohes Gut, auch wenns ""nicht pc"" ist. Bewahren Sie es sich!"
2808,ich mag auch mal gscheid sein...
2809,"25, alleinerziehend (weiblich), Teilzeitarbeit + Studium, der Kleine (bald 5) und ich haben knappe 1500 Euro im Monat zur Verfügung, Fixkosten haben wir runde 800 Euro - wir leben in Graz, ich hab tatsächlich in Uninähe eine recht erschwingliche Wohnung gefunden, ich bin ein sparsamer Mensch, es mangelt uns an nichts und mit Tricksereien geht sich sogar ein sehr einfach gehaltener Urlaub aus (es macht uns trotzdem immer sehr viel Spaß). Ich musste schon monatlich mit 900 leben, ich glaube in so einer Zeit lernt man, kreativ zu werden. Ich bin mit der momentanen Situation sehr zufrieden, es geht uns beiden sehr gut."
2810,"also ich muss hier mal Reinzinger verteidigen (verdiene selbst einiges weniger), aber wenn er 
3100 verdient
- 800 Miete
- 1000 Kredit Genossenschaftsanteil
- 600 für 2 Autos (Versicherung, Leasing, Benzin, Repearaturen,...)

bleiben 700€ für 2 Personen zum Leben, Essen, zum Beiseitelegen für später (Kind, Pension usw), Versicherungen, Internet, GIS, Handy, Möbel, Klamotten,.....

Also dass es da nicht mehr so leicht ist auszukommen kann ich sehr gut nachvollziehen!!"
2811,"Das Wifo kann man auch vergessen...
Mit 1200 Netto als Hollabrunner bleibt einem bei 300 Miete
mehr als einem Wiener der 1800 Netto verdient und 1000 Miete zahlt."
2812,"Arbeiten Schwarz, wie koennen Sie nur!!"
2813,"es geht mir gut. ganz besonders, wo ich jetzt erfahren habe, dass ich die mittelschicht hinter mir gelassen habe."
2814,Bereichsleiter mit 33? ;-)
2815,ich bin gott
2816,3500 netto bei ca 45 Wichenstunden
2817,"Ja, er hat in der Tat mit Freunden was Eigenes gemacht. Daher das bewußt niedrige Einkommen für erste Jahr.

Ich kann mich mir selber schlecht als Selbständige vorstellen. Das bedeutet nämlich immer: Ausgemachten Vollpfosten 100% der Zeit hinten reinkriechen zu müssen - und wenn ich für vieles geschaffen bin, d a f ü r bin ich es nicht."
2818,"Nicht unbedingt. Aber es geht nur mithilfe der Börse. Sagen wir ca. 200.000 Euro in dividendenstarken Aktien mit Dividendenrenditen von 5-10%, ergibt im Jahr in etwa 10.000 bis 15.000 Euro Rendite. Wenn man monatlich höchstens zB einen 1000er zu Leben braucht, ist das nicht so unrealistisch. 
Ich bin aber noch weit, weit, weit davon entfernt - aber völlig utopisch ist das nicht. 
Andere kaufen sich doch auch um 200.000 eine Wohnung, da sagt auch niemand, das sei utopisch."
2819,klingt anstrengend - die ganzen Deadlines...
2820,"wer € 1089,- verdient ist working poor - 2 Euro mehr und man ist Mittelschicht..."
2821,"Ich habe 1986 mal eine Bankgarantie gesehen mit Gehaltszettel von einem Notenbanker, 100000 Schilling 16x im Jahr....."
2822,"Prozent, dass 99% des Vermögens besitzt"
2823,"M/23/Lehrabschluss kaufm./derzeit 46k Brutto/Jahr
Die Leute sagen ich solle froh sein, mit dem alter. Darf aber monatlich eine Sünde abzahlen und natürlich den üblichen restlichen verpflichtungen wie Miete etc... nachkommen. Die ""Sünde"" hätte mir eine Bezugsperson ausreden können,war damals 18, jedoch war diese auf seinen eigenen Vorteil aus. Was solls ich jammer nicht und löffel die suppe selber aus. Ist ja absehbar.

Große sprünge mache ich keine, bin aber trotzdem zufrieden mit dem jetzigen leben. Nächstes Ziel ein  weiterer Bildungsweg, Kinder, Haus ;)"
2824,"die zwar außer haus sind, aber noch studieren und somit noch unterstützt werden, geht auch dieses einkommen relativ rasch auf....daher meine einschätzung als mittelstand."
2825,http://karrierenews.diepresse.com/home/karrieretrends/4681803/Gehaltsvergleich_Ausgefallene-Berufe-und-das-Einstiegsgehalt?gal=4681803&index=1&direct=&_vl_backlink=/home/index.do&popup=
2826,"Ende 30, ca. 70k/Jahr brutto, Akademiker, keine Kinder, kein Auto. Zahle wenig Miete, da kleine Wohnung zu zweit. Konnte mir letztes Jahr > 20k auf die Seite legen um damit vielleicht doch mal eine vernünftige Wohnung zu kaufen. 

Wenn mann nicht alles haben muss, kann man also ganz gut leben. Der größte Ausgabeposten war aber das Reisen, mit ca 7k. Das ist die beste Investition!"
2827,"Ja und? 7000 Euro, wird heute wohl um zwei Drittel mehr sein, für eine Führungskraft ok."
2828,Jedem das seine... aber sie haben schon recht das ist schon viel komplexer. Da hab ich mich provozzieren lassen
2829,Das sind dann 16 stunden inkl. Wochenende. Unglaubwürdig!
2830,"Ich glaub Sie können tatsächlich zufrieden sein. 
Ich habe zB von 24-28 als Angestellter auf der Uni im Rahmen einer Dissertation ca. 20.000 Euro brutto/Jahr verdient, für 50 Wochenstunden aufwärts. Teilweise geschuftet wie ein Viech und teils erst nach Mitternacht von der Arbeit nach Hause gekommen. Na da kam Freude auf. Ich war aber auch selber Schuld, einen Orden für Altruismus und Idealismus gibt's nicht. 

Ich sag Ihnen das nur, falls Sie Ihren 2. Bildungsweg einschlagen - erkundigen Sie sich vorher genau, was da zu erwarten sein wird."
2831,Gutes Gehalt!
2832,"Sorry, sollte grün sein, blöde mobile Ansicht!

Sehe es ebenso, bin mit meiner 38h-Woche ohne Überstundenpflicht sehr zufrieden. Die ganze Freizeit kann Geld nicht ablösen."
2833,Gutes Gehalt + gute Einstellung! ^^
2834,wo ist denn da der Unterschied *gg*
2835,"VORJAHR 5.800, 56 Jahre, Miete 0, Gattin 2.000.
Jetzt Pension, 4.300, Rest unverändert."
2836,"Bin jetzt bei posting 176-200 und hab genau auf dieses Statement gewartet (um es nicht selbst schreiben zu müssen - bin eher passiv auf foren). Mir scheint Miete (oder eben Finanzierung, falls man es noch bekommen hat) frisst einen Großteil auf. Nicht so, wenn der Papa die Eigentumswohnung zahlt, oder halt diverse Wohnungen/Häuser ""in der Familie sind"". Kenne schon ein paar in dem Sinn Wohlhabende, arbeiten tun sie alle. Aber ist dann halt wesentlich leichter alles. Kein Neid, Fakt."
2837,
2838,
2839,also ich hab für 4 nicht das vierfache....
2840,"Ich denke nach der Diss. wirds Ihnen aber auch, sagen wir relativ gut gehen?
Das mit dem Schuften wie ein Viech kenn ich aber auch schon, nach einem Umzug, ca 80 km (nur hin) um in die arbeit zu kommen, beginn 07:00, heimfahrt meistens erst um mitternacht angetreten. Ein Jahr hab ichs durchgehalten, und dann hatte ich doch mal glück um da zu sein wo ich jetzt bin.

Der Weg nach oben ist ja offen. Aber beim Thema mit dem 2.Bildungsweg tu ich mir wirklich schwer. Danach evtl noch ein Studium und es wird doppelt schwer. Auf den Gehalt zu verzichten den man jetzt hat, ohne möglichkeit zur Einsparung auf der anderen seite...naja derzeit eine unglückliche Lage."
2841,"Netto im Monat, exkl. Bonus."
2842,wie kommt man bitte zu 4300 Netto Pension?
2843,"Klar, das Gehalt steigt dann natürlich an wenn die Diss vorbei ist. Aber mein erstes PostDoc Gehalt nach Ende der Diss lag deutlich unter dem, was Sie zB aktuell verdienen. 

Die Gehälter haben sich mit den Jahren infolge der jährlichen Anpassungen erhöht, aber 2014 lag ein PostDoc Gehalt laut FWF bei 3.480 brutto/Monat, also in etwa auf der Höhe, was Sie jetzt haben. 
Nur sind die Leute dann meist schon 30 und haben ein langes Studium plus Diss hinter sich, es dauert also sehr lange, bis man sich endlich in den Bereich eines einigermaßen fairen Gehalts vorgeschuftet hat.

Darum denke ich, dass Sie aktuell mit 23 ein ziemlich gutes Salär haben. Gut gemacht!"
2844,
2845,
2846,Die Firma wollte es so  und zahlt es auch.
2847,"Reich ist man wenn man das Geld, das man bekommt gar nicht mehr ausgeben kann"
2848,Ich drücke Ihnen die Daumen!
2849,"Ja, und der hängt heute als Pensionszeck an unser aller Arsch und saugt und saugt und saugt..."
2850,"Wie soll das sonst gehen. Angestelltenjob, vollzeit, mit uepausch. Kleine eigene firma und projektarbeiten (beides saisonabhaengig mit hauptsaison ab februar). Und bis zu...typische woche im letzten fruehjahr. Mo bis mi 08:00 bis 23:00, do 01:00 bis 23:00, freitag 06 bis 22:00, sa 07:00 bis 20:00 und so 12:00 bis 19:00. Da darf aber nichts schiefgehen, keine zusaetzliche wartezeit, keine reklamation mit nochmaliger fahrt zum kunden...."
2851,Was zahlt die Firma?
2852,Alles.
2853,"Bin 27, wohne alleine, arbeite 30h/Woche in einer Buchhandlung und bekomm dafür Netto knapp 1050€. Zusätzlich noch 8-10h/Woche in einem kleinen Zeitschriftenverlag, wo ich auch nochmal ~150€ verdiene.
Fixkosten sind ca. 650€ im Monat.
Ohne den zweiten Job wärs schon knapp, mit komm ich ganz gut aus. Dürfen halt keine größeren, unerwarteten Ausgaben passieren. Und zum ""auf die Seite legen"" bleibt leider kaum was."
2854,Welche Techniken und Arbeitsmethoden haben Sie denn im Repertoire?
2855,"Kannst ja auch nach Frankreich oder Großbritannien gehen, aber ich glaube, wer so kleinkariert und voller Vorurteile denkt, wird nie seinen Horizont erweitern, weder im Pifkeland noch sonst wo auf der Welt. Klein, Klein war schon immer unser österreichisches Markenzeichen."
2856,"Wohnhaft in Montreal, Kanada. 28 Jahre Alt, Beruf: Koch, 1000 euro netto / Monat, 35h Arbeit,  Miete: 300. Es geht sich gut aus, gehe jede Woche einmal essen, kann sogar jeden zweiten Sommer die Verwandten in good old Austria besuchen. Bin damit aber weit unter der Kanadischen Armutsgrenze (14K/Jahr). :)
;"
2857,
2858,Häh? Ihr Verlobter hat ein fixes Einkommen
2859,firmenpension.
2860,"""where can I register?!"""
2861,4 personen kosten ja auch nicht das vierfache.
2862,jetzt aber bitte nicht neidisch werden.
2863,Dafür lebt man dann halt in Hollabrunn.
2864,
2865,Weil er dann das Geld auch teilen müsste?
2866,"Ich schätze  mal eher, du kannst nicht rechnen.
Stiroler hat dir aber schon Nachhilfe gegeben."
2867,"Das war das, was uns das Fernsehen als Mittelschicht verkauft und hatte nicht's mit der Realität zu tun.
Im Fernsehen leben Polizeibeamte auch immer im 120qm Penthouse in allerbester Lage."
2868,"Naja, so bekommt man recht schnell den sog. ""second shot"" falls mal ein Auftragsmord nicht ganz so funktioniert, wie es geplant war. Die meisten Opfer landen dann ja doch im Krankenhaus. Dann kann man es vielleicht den Vertrag doch noch halten. Immerhin ist die Quote die beste Werbung für einen guten Berufsmörder."
2869,Na hoffentlich verspekulierst du dich mal nicht. Muss ich fairerweise dazusagen .
2870,"37 Jahre Softwareentwickler, Hauptschulabschluss 80-90k/Jahr 
Haus , 2 Kinder,2 Autos, Freundin derzeit 0€/Monat
Fixkosten ca. 2700€ (Kredit, KFZ, Versicherungen, Vorsorge)

Man kommt gut über die Runden. Größere Anschaffungen brauchen aber trotzdem einiges an Planung."
2871,Ja brauchen Sie denn den Schas wirklich?
2872,"Tja, das gabs damals schon nur im Fernsehen."
2873,Angeber
2874,
2875,"Wenn es jeder so macht wie Sie, muss die Politik härter gegen Schwarzarbeit vorgehen, um faire Bedingungen zu schaffen."
2876,"Gut genug um sagen zu können, ein angenehmes Leben zu führen."
2877,"Dann hättet ihr eben auf Kinder verzichtet, verstehe das Jamnern bei 5000 € nicht...."
2878,wer fragte nach?
2879,"Du Arme, bleiben dir nur 1700 im Monat?! Lärcherlich darüber zu jammern."
2880,"Durch ein verqueres System, in welchem krampfhaft versucht wird die Mär von der ""Leistungsgesellschaft"" weiter hochzuhalten.

Und das war jetzt btw kein Angriff auf Herrn Wandhauser, der seinen Glücksgriff bitte weiterhin ausnutzen soll."
2881,"Habe selbst HAK-Matura und kann verstehen, dass man es als bescheidene Ausbildung bezeichnet. Natürlich ist es vom offiziellen Ausbildungsstand her überdurchschnittlich, aber für welche Tätigkeiten ich von einer Firma rein mit der HAK-Ausbildung halbwegs Geld verlangen könnte, erschließt sich mir nicht. Und manch Mit-Absolvent/in hat das Vertrauen in den Wert einer HAK-Matura auch nicht gerade gesteigert.
Mir wäre nachträglich eine HTL für Maschinenbau oder Informatik auf jeden Fall lieber gewesen. Sogar eine gute Lehre kann ich mir beruflich sinnvoller vorstellen."
2882,Sind die nicht hauptverantwortlich für die schlechte Ausbildung und den niedrigen Wert einer HAK-Matura?
2883,"wenn er den höchstbetrag von AMS (geht auch nicht ewig sondern abhängig von ununterbrochenen dienstjahren) ""bekommt"" oder wie sie meinen ""von allgemeinheit finanziert bekommt"" dann bedeutet es nichts anderes als das er vorher (wie er sagte aber lesen UND denken ist zu anstregend wahrscheinlich) SEHR VIEL LOHNSTEUER (ich schätze weit über 2.000 EUR lohnsteuer alleine) bezahlt hat - also aus seiner sicht ist es auch ein gewisser steuerausgleich ..."
2884,"Es ist wie immer, 90% der Leute drucken Geschichteln sobalds um Geld geht."
2885,Klar sind sie reich.
2886,"Und nach 5 Jahren tot. Sorry,  das verkraftet nun mal kein Körper."
2887,Wofür?
2888,Ist bekanntlich so in Ö.
2889,"Glaubens den Geschichteln nicht, die hier gedruckt werden."
2890,Noch ein Gschichtl...
2891,Mit Jus und BWL landest direkt beim AMS het.
2892,Gschichtl.
2893,Was programmieren Sie? Welche Sprache?
2894,Mit BWL steigens mit ca.  2200 ein. Wenns was finden.
2895,"Das kriegens nur paar Monate, danach Mindestsicherung."
2896,Erzieherisch versagt.
2897,Die Versicherung wird nichts wert sein. Abstossen.
2898,Das ist reines Glücksspiel. Lotto ist zielführender.
2899,"Ich mach meine arbeit gerne, durch die verschiedenenen taetigkeiten hab ich viel abwechslung und ich brauche an sich wenig schlaf. Im sommer hab ich zwei monate mit nur einem job, da ist es ohnedies ruhiger. Hie und da mache ich einen halben oder ganzen tag blau, nur telefon und mails werden erledigt, und ich kann das von der ersten minute an geniessen."
2900,"so wie hier einige auf den putz hauen, frage ich mich wie sich da überhaupt noch der durchschnitt ausgehen sollt...."
2901,"vermutlich ziemlich viele, muss auch so sein, wenn man sich einmal die definitonen von mittelschicht ansieht. das erschreckende ist, wie schlecht das durchschnittsgehalt in österreich ist."
2902,wie wahr!!!
2903,"irgendwann wird einem dann wohl bewusst, dass das auch nicht alles ist, wenn man bsp. eine familie erhalten will und nicht völlig zugrunde gehen möchte. da hilft die freue dann auch nur bedingt wenn man fertig von der arbeit heimkommt und eignetlich noch weiter in der arbeit hockt... ich denke würden WIR erkennen, dass das geld bloß ungleich aufgeteilt ist und würden WIR die richtigen schlüsse ziehen, würden wir erkennen, wie einfach vieles sein könnte. in einem land voller kuscher aber nicht machbar. im geiste lebt ein großteil noch in unterwerfung vor dem kaiser."
2904,"völlig absurde - sehe ich auch so. aber am ende schreien alle herum wie schlecht sie doch verdienen...ohne vergleiche ist das verhandeln halt auch schwer?!
immer wieder interessant ist auch was von vielen als mittelschicht definiert wird, da ich mit meinem praktikum schon fast dran."
2905,"wieso ist man obere mittelschicht, wenn man sich kein eigentum leisten kann? man könnte sich natürlich an der obigen definition orientieren aber knapp über der armut ist halt doch ein schlechter einstieg für eine mittelschicht, finde ich."
2906,"wenn die leute von heute, so sparsam leben wuerden wie ihre eltern waehren sie auch in der lage so zu tun.
immer diese hammerei, dass es heute sonschwierig ist, in wahrheit war es nie so einfach und luxurious, nur die erwartung an lebensstil, die geldvseschwendung und die faulheit lassen die jammerer dann straucheln und natuerlich eine linke zeitung titelt dass als frage der verteilungsgerechtigkeit..."
2907,wegen der 150 geht sichs gut aus? was für Sprünge sind da extra drinnen?
2908,"Miete 0 ist schon mal eher falsch, außer es zahlt ihnen wer die Miete.
Betriebskosten sind ja inzwischen fast 40% der Miete.
Müllgebühr, Wasser, Heizung, Versicherung, Rücklagen, Sanierung, kleine Reparaturen. So ein Haus ist teuer... meist wenn es nach 25 Jahren abgezahlt ist, kommt eh die erste große Reparatur um 50-70 K"
2909,"Arbeitsstunden pro Woche 6-8
Arbeitsplatz: Egal
Miete 0
Ich finds recht gut"
2910,Die anderen drucken Geld.
2911,"Warum, wenn es stimmt?"
2912,"Stimmt, die Angeber sind offenbar in der Überzahl, andererseits findest du im Kroneforum wohl andere Angaben"
2913,Auch wieder wahr.....
2914,100% Zustimmung meinerseits
2915,"@H...

das ist nicht möglich, da es in Österreich das Anspannungsprinzip gibt..."
2916,IEC ST und ein Hauch Java ;p
2917,Brauchen nicht. Wollen ja.
2918,"Das mit nicht unüblich halte ich allerdings ebenfalls fü ein ""Gschichtl"""
